Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2020-08-21,204.5847625732422,213.02000427246094,216.25,212.85000610351562,213.86000061035156,36249300
2020-08-24,205.22821044921875,213.69000244140625,215.52000427246094,212.42999267578125,214.7899932861328,25460100
2020-08-25,207.89813232421875,216.47000122070312,216.61000061035156,213.10000610351562,213.10000610351562,23043700
2020-08-26,212.392822265625,221.14999389648438,222.08999633789062,217.36000061035156,217.8800048828125,39600800
2020-08-27,217.60777282714844,226.5800018310547,231.14999389648438,219.39999389648438,222.88999938964844,57602200
2020-08-28,219.84556579589844,228.91000366210938,230.63999938964844,226.5800018310547,228.17999267578125,26292900
2020-08-31,216.59938049316406,225.52999877929688,228.6999969482422,224.30999755859375,227.0,28774200
2020-09-01,218.27049255371094,227.27000427246094,227.4499969482422,224.42999267578125,225.50999450683594,25725500
2020-09-02,222.47705078125,231.64999389648438,232.86000061035156,227.35000610351562,227.97000122070312,34080800
2020-09-03,208.6952667236328,217.3000030517578,229.30999755859375,214.9600067138672,229.27000427246094,58400300
2020-09-04,205.7660369873047,214.25,218.36000061035156,205.19000244140625,215.10000610351562,59664100
2020-09-08,194.63502502441406,202.66000366210938,210.02999877929688,202.1999969482422,206.5,52924300
2020-09-09,202.92324829101562,211.2899932861328,214.83999633789062,206.6999969482422,207.60000610351562,45679000
2020-09-10,197.2376708984375,205.3699951171875,214.74000549316406,204.11000061035156,213.39999389648438,35461500
2020-09-11,195.95079040527344,204.02999877929688,208.6300048828125,201.24000549316406,207.1999969482422,33620100
2020-09-14,197.27610778808594,205.41000366210938,209.1999969482422,204.02999877929688,204.24000549316406,30375800
2020-09-15,200.51263427734375,208.77999877929688,209.77999877929688,206.92999267578125,208.4199981689453,21823900
2020-09-16,196.93035888671875,205.0500030517578,210.64999389648438,204.63999938964844,210.6199951171875,26328100
2020-09-17,194.87509155273438,202.91000366210938,204.3300018310547,199.9600067138672,200.0500030517578,34011300
2020-09-18,192.4548797607422,200.38999938964844,203.64999389648438,196.25,202.8000030517578,55225300
2020-09-21,194.51976013183594,202.5399932861328,202.7100067138672,196.3800048828125,197.19000244140625,39839700
2020-09-22,199.20652770996094,207.4199981689453,208.10000610351562,202.0800018310547,205.05999755859375,33517100
2020-09-23,192.64695739746094,200.58999633789062,208.10000610351562,200.02999877929688,207.89999389648438,30803800
2020-09-24,195.14401245117188,203.19000244140625,205.57000732421875,199.1999969482422,199.85000610351562,31202500
2020-09-25,199.59068298339844,207.82000732421875,209.0399932861328,202.5399932861328,203.5500030517578,29437300
2020-09-28,201.14654541015625,209.44000244140625,212.57000732421875,208.05999755859375,210.8800048828125,32004900
2020-09-29,199.05279541015625,207.25999450683594,210.07000732421875,206.80999755859375,209.35000610351562,24221900
2020-09-30,202.00128173828125,210.3300018310547,211.97999572753906,206.5399932861328,207.72999572753906,33829100
2020-10-01,204.04696655273438,212.4600067138672,213.99000549316406,211.32000732421875,213.49000549316406,27158400
2020-10-02,198.02517700195312,206.19000244140625,210.99000549316406,205.5399932861328,208.0,33154800
2020-10-05,202.04933166503906,210.3800048828125,210.41000366210938,206.97999572753906,207.22000122070312,21331600
2020-10-06,197.75628662109375,205.91000366210938,210.17999267578125,204.82000732421875,208.82000732421875,28554300
2020-10-07,201.5210723876953,209.8300018310547,210.11000061035156,206.72000122070312,207.05999755859375,25681100
2020-10-08,202.24139404296875,210.5800018310547,211.19000244140625,208.32000732421875,210.50999450683594,19925800
2020-10-09,207.26426696777344,215.80999755859375,215.86000061035156,211.22999572753906,211.22999572753906,26458000
2020-10-12,212.63291931152344,221.39999389648438,223.86000061035156,216.80999755859375,218.7899932861328,40461400
2020-10-13,214.03509521484375,222.86000061035156,225.2100067138672,220.42999267578125,222.72000122070312,28950800
2020-10-14,212.11431884765625,220.86000061035156,224.22000122070312,219.1300048828125,223.0,23421700
2020-10-15,210.96180725097656,219.66000366210938,220.36000061035156,216.00999450683594,217.10000610351562,22733100
2020-10-16,210.96180725097656,219.66000366210938,222.2899932861328,219.32000732421875,220.14999389648438,26057900
2020-10-19,205.73724365234375,214.22000122070312,222.3000030517578,213.72000122070312,220.4199981689453,27625800
2020-10-20,206.15020751953125,214.64999389648438,217.3699951171875,213.08999633789062,215.8000030517578,22753500
2020-10-21,206.29429626464844,214.8000030517578,216.9199981689453,213.1199951171875,213.1199951171875,22724900
2020-10-22,206.38072204589844,214.88999938964844,216.05999755859375,211.6999969482422,213.92999267578125,22351500
2020-10-23,207.6676788330078,216.22999572753906,216.27999877929688,213.16000366210938,215.02999877929688,18879600
2020-10-26,201.76121520996094,210.0800018310547,216.33999633789062,208.10000610351562,213.85000610351562,37111600
2020-10-27,204.80567932128906,213.25,214.6699981689453,210.3300018310547,211.58999633789062,36700300
2020-10-28,194.65420532226562,202.67999267578125,208.83999633789062,202.10000610351562,207.6699981689453,51195600
2020-10-29,196.61338806152344,204.72000122070312,207.36000061035156,203.3699951171875,204.07000732421875,31432600
2020-10-30,194.4525146484375,202.47000122070312,204.2899932861328,199.6199951171875,203.5,36953700
2020-11-02,194.3180694580078,202.3300018310547,205.27999877929688,200.1199951171875,204.2899932861328,30842200
2020-11-03,198.2556610107422,206.42999267578125,208.1199951171875,203.1199951171875,203.88999938964844,27512000
2020-11-04,207.8212890625,216.38999938964844,218.32000732421875,212.4199981689453,214.02000427246094,42311800
2020-11-05,214.4480438232422,223.2899932861328,224.1199951171875,221.14999389648438,222.0399932861328,36080100
2020-11-06,214.8610382080078,223.72000122070312,224.36000061035156,218.02999877929688,222.25999450683594,25231900
2020-11-09,209.74208068847656,218.38999938964844,228.1199951171875,217.8800048828125,224.44000244140625,44395000
2020-11-10,202.65435791015625,211.00999450683594,216.5,209.72000122070312,214.5,44045100
2020-11-11,207.9749755859375,216.5500030517578,218.0399932861328,212.1999969482422,212.38999938964844,29440800
2020-11-12,206.90895080566406,215.44000244140625,219.11000061035156,214.4600067138672,217.2100067138672,21593900
2020-11-13,207.93655395507812,216.50999450683594,217.4199981689453,214.16000366210938,216.36000061035156,18621100
2020-11-16,208.6280517578125,217.22999572753906,217.74000549316406,214.52000427246094,214.8699951171875,24953300
2020-11-17,205.96775817871094,214.4600067138672,217.67999267578125,214.0800018310547,216.10000610351562,24154100
2020-11-18,203.25230407714844,211.0800018310547,215.1699981689453,210.92999267578125,213.64999389648438,28372800
2020-11-19,204.54263305664062,212.4199981689453,213.02999877929688,209.92999267578125,211.3800048828125,24792700
2020-11-20,202.58792114257812,210.38999938964844,213.2899932861328,210.0,212.1999969482422,22843100
2020-11-23,202.31826782226562,210.11000061035156,212.2899932861328,208.16000366210938,210.9499969482422,25683500
2020-11-24,205.92922973632812,213.86000061035156,214.25,208.86000061035156,209.58999633789062,33979700
2020-11-25,205.9388427734375,213.8699951171875,215.2899932861328,212.4600067138672,215.11000061035156,21012900
2020-11-27,207.24838256835938,215.22999572753906,216.27000427246094,214.0399932861328,214.85000610351562,14512200
2020-11-30,206.13143920898438,214.07000732421875,214.75999450683594,210.83999633789062,214.10000610351562,33064800
2020-12-01,208.19207763671875,216.2100067138672,217.32000732421875,213.35000610351562,214.50999450683594,30904500
2020-12-02,207.38320922851562,215.3699951171875,215.47000122070312,212.8000030517578,214.8800048828125,23724500
2020-12-03,206.29515075683594,214.24000549316406,216.3800048828125,213.64999389648438,214.61000061035156,25120900
2020-12-04,206.4106903076172,214.36000061035156,215.3800048828125,213.17999267578125,214.22000122070312,24666000
2020-12-07,206.34329223632812,214.2899932861328,215.5399932861328,212.99000549316406,214.3699951171875,24620000
2020-12-08,207.99949645996094,216.00999450683594,216.9499969482422,212.88999938964844,213.97000122070312,23284100
2020-12-09,203.9456024169922,211.8000030517578,215.22999572753906,211.2100067138672,215.16000366210938,32440600
2020-12-10,202.7130889892578,210.52000427246094,213.0800018310547,210.36000061035156,211.77000427246094,26733300
2020-12-11,205.35147094726562,213.25999450683594,213.32000732421875,209.11000061035156,210.0500030517578,30979400
2020-12-14,206.256591796875,214.1999969482422,216.2100067138672,212.8800048828125,213.10000610351562,28798400
2020-12-15,206.189208984375,214.1300048828125,215.4199981689453,212.24000549316406,215.1699981689453,27000600
2020-12-16,211.14825439453125,219.27999877929688,220.11000061035156,214.72000122070312,214.75,35023300
2020-12-17,211.28302001953125,219.4199981689453,220.88999938964844,217.9199981689453,219.8699951171875,32515800
2020-12-18,210.4838104248047,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,63354900
2020-12-21,214.33547973632812,222.58999633789062,224.0,217.27999877929688,217.5500030517578,37181900
2020-12-22,215.63539123535156,223.94000244140625,225.6300048828125,221.85000610351562,222.69000244140625,22612200
2020-12-23,212.8236846923828,221.02000427246094,223.55999755859375,220.8000030517578,223.11000061035156,18699600
2020-12-24,214.48951721191406,222.75,223.61000061035156,221.1999969482422,221.4199981689453,10550600
2020-12-28,216.61758422851562,224.9600067138672,226.02999877929688,223.02000427246094,224.4499969482422,17933500
2020-12-29,215.83761596679688,224.14999389648438,227.17999267578125,223.5800018310547,226.30999755859375,17403200
2020-12-30,213.459228515625,221.67999267578125,225.6300048828125,221.47000122070312,225.22999572753906,20272300
2020-12-31,214.1717987060547,222.4199981689453,223.0,219.67999267578125,221.6999969482422,20942100
2021-01-04,209.61721801757812,217.69000244140625,223.0,214.80999755859375,222.52999877929688,37130100
2021-01-05,209.8194122314453,217.89999389648438,218.52000427246094,215.6999969482422,217.25999450683594,23823000
2021-01-06,204.37892150878906,212.25,216.49000549316406,211.94000244140625,212.1699981689453,35930700
2021-01-07,210.1949005126953,218.2899932861328,219.33999633789062,213.7100067138672,214.0399932861328,27694500
2021-01-08,211.47561645507812,219.6199951171875,220.5800018310547,217.02999877929688,218.67999267578125,22956200
2021-01-11,209.4246063232422,217.49000549316406,218.91000366210938,216.72999572753906,218.47000122070312,23031300
2021-01-12,206.9595184326172,214.92999267578125,217.10000610351562,213.32000732421875,216.5,23249300
2021-01-13,208.31729125976562,216.33999633789062,216.75999450683594,213.92999267578125,214.02000427246094,20087100
2021-01-14,205.12034606933594,213.02000427246094,217.4600067138672,212.74000549316406,215.91000366210938,29480800
2021-01-15,204.7640838623047,212.64999389648438,214.50999450683594,212.02999877929688,213.52000427246094,31746500
2021-01-19,208.41354370117188,216.44000244140625,216.97999572753906,212.6300048828125,213.75,30480900
2021-01-20,216.02056884765625,224.33999633789062,225.7899932861328,217.2899932861328,217.6999969482422,37777300
2021-01-21,216.62722778320312,224.97000122070312,226.3000030517578,222.4199981689453,224.6999969482422,30709400
2021-01-22,217.5708770751953,225.9499969482422,230.07000732421875,225.8000030517578,227.0800018310547,30172700
2021-01-25,221.0181427001953,229.52999877929688,229.77999877929688,224.22000122070312,229.1199951171875,33152100
2021-01-26,223.71426391601562,232.3300018310547,234.17999267578125,230.0800018310547,231.86000061035156,49169600
2021-01-27,224.2631072998047,232.89999389648438,240.44000244140625,230.13999938964844,238.0,69870600
2021-01-28,230.0695037841797,238.92999267578125,242.63999938964844,235.08999633789062,235.61000061035156,49111200
2021-01-29,223.35801696777344,231.9600067138672,238.02000427246094,231.35000610351562,235.99000549316406,42503100
2021-02-01,230.76278686523438,239.64999389648438,242.5,232.42999267578125,235.05999755859375,33314200
2021-02-02,230.62802124023438,239.50999450683594,242.30999755859375,238.69000244140625,241.3000030517578,25916300
2021-02-03,233.9885711669922,243.0,245.08999633789062,239.25999450683594,239.57000732421875,27158100
2021-02-04,233.0353240966797,242.00999450683594,243.24000549316406,240.3699951171875,242.66000366210938,25296100
2021-02-05,233.21827697753906,242.1999969482422,243.27999877929688,240.4199981689453,242.22999572753906,18054800
2021-02-08,233.47825622558594,242.47000122070312,243.67999267578125,240.80999755859375,243.14999389648438,22211900
2021-02-09,234.7300262451172,243.77000427246094,244.75999450683594,241.3800048828125,241.8699951171875,23565000
2021-02-10,233.81529235839844,242.82000732421875,245.9199981689453,240.88999938964844,245.0,22186700
2021-02-11,235.42337036132812,244.49000549316406,245.14999389648438,242.14999389648438,244.77999877929688,15751100
2021-02-12,235.90481567382812,244.99000549316406,245.3000030517578,242.72999572753906,243.92999267578125,16561100
2021-02-16,234.6626434326172,243.6999969482422,246.1300048828125,242.9199981689453,245.02999877929688,26728500
2021-02-17,235.68565368652344,244.1999969482422,244.30999755859375,240.94000244140625,241.32000732421875,21653500
2021-02-18,235.28997802734375,243.7899932861328,243.92999267578125,240.86000061035156,241.8000030517578,16925600
2021-02-19,232.56829833984375,240.97000122070312,243.86000061035156,240.17999267578125,243.75,25262600
2021-02-22,226.3335418701172,234.50999450683594,237.92999267578125,232.39999389648438,237.4199981689453,36446900
2021-02-23,225.13673400878906,233.27000427246094,234.8300018310547,228.72999572753906,230.3300018310547,30228700
2021-02-24,226.3721466064453,234.5500030517578,235.1999969482422,229.0,230.00999450683594,26339700
2021-02-25,221.0059814453125,228.99000549316406,234.58999633789062,227.8800048828125,232.0800018310547,39542200
2021-02-26,224.27780151367188,232.3800048828125,235.3699951171875,229.5399932861328,231.52999877929688,37819200
2021-03-01,228.6787872314453,236.94000244140625,237.47000122070312,233.14999389648438,235.89999389648438,25324000
2021-03-02,225.71585083007812,233.8699951171875,237.3000030517578,233.4499969482422,237.00999450683594,22812500
2021-03-03,219.62582397460938,227.55999755859375,233.5800018310547,227.25999450683594,232.16000366210938,34029500
2021-03-04,218.8247833251953,226.72999572753906,232.49000549316406,224.25999450683594,226.74000549316406,44727800
2021-03-05,223.52499389648438,231.60000610351562,233.27000427246094,226.4600067138672,229.52000427246094,41872800
2021-03-08,219.4617919921875,227.38999938964844,233.3699951171875,227.1300048828125,231.3699951171875,35267400
2021-03-09,225.6289520263672,233.77999877929688,235.3800048828125,231.6699981689453,232.8800048828125,33080500
2021-03-10,224.31640625,232.4199981689453,237.0,232.0399932861328,237.0,29746800
2021-03-11,228.86215209960938,237.1300048828125,239.1699981689453,234.30999755859375,234.9600067138672,29907600
2021-03-12,227.53028869628906,235.75,235.82000732421875,233.22999572753906,234.00999450683594,22653700
2021-03-15,226.62307739257812,234.80999755859375,235.19000244140625,231.80999755859375,234.9600067138672,26034900
2021-03-16,229.42196655273438,237.7100067138672,240.05999755859375,235.94000244140625,236.27999877929688,28092200
2021-03-17,228.77528381347656,237.0399932861328,238.5500030517578,233.22999572753906,236.14999389648438,29562100
2021-03-18,222.6756591796875,230.72000122070312,234.19000244140625,230.3300018310547,232.55999755859375,34833000
2021-03-19,222.31857299804688,230.35000610351562,232.47000122070312,229.35000610351562,231.02000427246094,46430700
2021-03-22,227.76190185546875,235.99000549316406,236.89999389648438,230.13999938964844,230.27000427246094,30127000
2021-03-23,229.29649353027344,237.5800018310547,241.0500030517578,237.07000732421875,237.49000549316406,31638400
2021-03-24,227.2504119873047,235.4600067138672,238.0,235.32000732421875,237.85000610351562,25620100
2021-03-25,224.2391357421875,232.33999633789062,236.94000244140625,231.57000732421875,235.3000030517578,34061900
2021-03-26,228.23483276367188,236.47999572753906,236.7100067138672,231.5500030517578,231.5500030517578,25479900
2021-03-29,227.03805541992188,235.24000549316406,236.8000030517578,231.8800048828125,236.58999633789062,25227500
2021-03-30,223.76626586914062,231.85000610351562,233.85000610351562,231.10000610351562,233.52999877929688,24792000
2021-03-31,227.54959106445312,235.77000427246094,239.10000610351562,232.38999938964844,232.91000366210938,43623500
2021-04-01,233.90017700195312,242.35000610351562,242.83999633789062,238.0500030517578,238.47000122070312,30338000
2021-04-05,240.38589477539062,249.07000732421875,249.9600067138672,242.6999969482422,242.75999450683594,36910600
2021-04-06,239.21803283691406,247.86000061035156,249.39999389648438,246.8800048828125,247.61000061035156,22931900
2021-04-07,241.18692016601562,249.89999389648438,250.92999267578125,247.19000244140625,247.80999755859375,22719800
2021-04-08,244.42010498046875,253.25,254.13999938964844,252.0,252.77000427246094,23625200
2021-04-09,246.9294891357422,255.85000610351562,255.99000549316406,252.44000244140625,252.8699951171875,24326800
2021-04-12,246.98741149902344,255.91000366210938,257.6700134277344,254.6199951171875,254.7100067138672,27148700
2021-04-13,249.4774169921875,258.489990234375,259.19000244140625,256.8299865722656,257.260009765625,23837500
2021-04-14,246.67855834960938,255.58999633789062,258.8299865722656,255.16000366210938,257.4800109863281,23070900
2021-04-15,250.4522247314453,259.5,259.92999267578125,257.7300109863281,257.92999267578125,25627500
2021-04-16,251.64895629882812,260.739990234375,261.0,257.6000061035156,259.4700012207031,24878600
2021-04-19,249.7186737060547,258.739990234375,261.4800109863281,257.82000732421875,260.19000244140625,23209300
2021-04-20,249.2554473876953,258.260009765625,260.20001220703125,256.8399963378906,257.82000732421875,19722900
2021-04-21,251.49456787109375,260.5799865722656,260.67999267578125,257.25,258.94000244140625,24030400
2021-04-22,248.20346069335938,257.1700134277344,261.7799987792969,255.63999938964844,260.2099914550781,25606200
2021-04-23,252.044677734375,261.1499938964844,261.510009765625,257.2699890136719,257.8800048828125,21462600
2021-04-26,252.4307403564453,261.54998779296875,262.44000244140625,260.1700134277344,261.6600036621094,19763300
2021-04-27,252.8361358642578,261.9700012207031,263.19000244140625,260.1199951171875,261.5799865722656,31014200
2021-04-28,245.68446350097656,254.55999755859375,256.5400085449219,252.9499969482422,256.0799865722656,46903100
2021-04-29,243.70590209960938,252.50999450683594,256.1000061035156,249.0,255.4600067138672,40589000
2021-04-30,243.38742065429688,252.17999267578125,253.0800018310547,249.60000610351562,249.74000549316406,30945100
2021-05-03,243.0785675048828,251.86000061035156,254.35000610351562,251.1199951171875,253.39999389648438,19626600
2021-05-04,239.15048217773438,247.7899932861328,251.2100067138672,245.75999450683594,250.97000122070312,32756100
2021-05-05,237.8765106201172,246.47000122070312,249.5,245.82000732421875,249.05999755859375,21901300
2021-05-06,241.0228271484375,249.72999572753906,249.86000061035156,244.69000244140625,246.4499969482422,26491100
2021-05-07,243.65769958496094,252.4600067138672,254.3000030517578,251.1699981689453,252.14999389648438,27032900
2021-05-10,238.56173706054688,247.17999267578125,251.72999572753906,247.1199951171875,250.8699951171875,29299900
2021-05-11,237.64486694335938,246.22999572753906,246.60000610351562,242.57000732421875,244.5500030517578,33641600
2021-05-12,230.6669464111328,239.0,244.3800048828125,238.07000732421875,242.1699981689453,36684400
2021-05-13,234.5564727783203,243.02999877929688,245.60000610351562,241.4199981689453,241.8000030517578,29624300
2021-05-14,239.49795532226562,248.14999389648438,249.17999267578125,245.49000549316406,245.5800018310547,23901100
2021-05-17,236.63148498535156,245.17999267578125,246.58999633789062,243.52000427246094,246.5500030517578,24970200
2021-05-18,234.60472106933594,243.0800018310547,246.41000366210938,242.89999389648438,246.27000427246094,20168000
2021-05-19,235.1851348876953,243.1199951171875,243.22999572753906,238.60000610351562,239.30999755859375,25739800
2021-05-20,238.4354705810547,246.47999572753906,247.9499969482422,243.86000061035156,243.9600067138672,21800700
2021-05-21,237.16822814941406,245.1699981689453,248.3300018310547,244.74000549316406,247.57000732421875,21863100
2021-05-24,242.59512329101562,250.77999877929688,251.16000366210938,247.50999450683594,247.7899932861328,21411500
2021-05-25,243.50442504882812,251.72000122070312,252.75,250.82000732421875,251.77000427246094,17704300
2021-05-26,243.28196716308594,251.49000549316406,252.94000244140625,250.75,251.42999267578125,17771600
2021-05-27,241.173095703125,249.30999755859375,251.47999572753906,249.25,251.1699981689453,24426200
2021-05-28,241.53102111816406,249.67999267578125,252.0800018310547,249.55999755859375,251.0,18270200
2021-06-01,239.32545471191406,247.39999389648438,251.2899932861328,246.9600067138672,251.22999572753906,23213300
2021-06-02,239.2287139892578,247.3000030517578,249.27000427246094,245.83999633789062,248.1300048828125,19406700
2021-06-03,237.69061279296875,245.7100067138672,246.33999633789062,243.0,245.22000122070312,25307700
2021-06-04,242.60482788085938,250.7899932861328,251.64999389648438,247.50999450683594,247.75999450683594,25281100
2021-06-07,245.52626037597656,253.80999755859375,254.08999633789062,249.80999755859375,249.97999572753906,23079200
2021-06-08,244.3267059326172,252.57000732421875,256.010009765625,252.50999450683594,255.16000366210938,22455000
2021-06-09,245.3134002685547,253.58999633789062,255.52999877929688,253.2100067138672,253.80999755859375,17937600
2021-06-10,248.8443145751953,257.239990234375,257.4599914550781,253.6699981689453,254.2899932861328,24563600
2021-06-11,249.47311401367188,257.8900146484375,258.489990234375,256.6099853515625,257.989990234375,18999700
2021-06-14,251.40782165527344,259.8900146484375,259.95001220703125,256.79998779296875,257.8999938964844,19150500
2021-06-15,249.92770385742188,258.3599853515625,259.989990234375,257.67999267578125,259.7699890136719,18038900
2021-06-16,248.97972106933594,257.3800048828125,260.5799865722656,254.4199981689453,259.3999938964844,27220000
2021-06-17,252.38485717773438,260.8999938964844,261.75,256.010009765625,256.07000732421875,27565500
2021-06-18,250.96282958984375,259.42999267578125,262.29998779296875,258.75,259.6300048828125,37202200
2021-06-21,254.058349609375,262.6300048828125,263.5199890136719,257.9200134277344,259.82000732421875,26696100
2021-06-22,256.84442138671875,265.510009765625,265.7900085449219,262.3999938964844,262.7200012207031,24694100
2021-06-23,256.6121826171875,265.2699890136719,266.8299865722656,264.42999267578125,265.989990234375,19518700
2021-06-24,257.98583984375,266.69000244140625,267.8500061035156,265.4700012207031,266.1600036621094,21446900
2021-06-25,256.370361328125,265.0199890136719,267.25,264.760009765625,266.2300109863281,25611100
2021-06-28,259.9496154785156,268.7200012207031,268.8999938964844,265.9100036621094,266.19000244140625,19590000
2021-06-29,262.5420837402344,271.3999938964844,271.6499938964844,267.9800109863281,268.8699951171875,19937800
2021-06-30,262.0584411621094,270.8999938964844,271.3599853515625,269.6000061035156,270.69000244140625,21656500
2021-07-01,262.7355651855469,271.6000061035156,271.8399963378906,269.6000061035156,269.6099853515625,16725300
2021-07-02,268.588134765625,277.6499938964844,278.0,272.5,272.82000732421875,26458000
2021-07-06,268.59783935546875,277.6600036621094,279.3699951171875,274.29998779296875,278.0299987792969,31565600
2021-07-07,270.7937316894531,279.92999267578125,280.69000244140625,277.1499938964844,279.3999938964844,23260000
2021-07-08,268.36566162109375,277.4200134277344,278.7300109863281,274.8699951171875,276.8999938964844,24618600
2021-07-09,268.86871337890625,277.94000244140625,278.04998779296875,275.32000732421875,275.7200012207031,23916700
2021-07-12,268.2689208984375,277.32000732421875,279.7699890136719,276.5799865722656,279.1600036621094,18931700
2021-07-13,271.8095397949219,280.9800109863281,282.8500061035156,277.3900146484375,277.5199890136719,26120100
2021-07-14,273.28955078125,282.510009765625,283.6600036621094,280.54998779296875,282.3500061035156,23113700
2021-07-15,271.8578796386719,281.0299987792969,282.510009765625,279.8299865722656,282.0,22604200
2021-07-16,271.5869445800781,280.75,284.1000061035156,279.4599914550781,282.07000732421875,26186800
2021-07-19,267.96905517578125,277.010009765625,280.3699951171875,274.45001220703125,278.92999267578125,32935600
2021-07-20,270.2036437988281,279.32000732421875,280.9700012207031,276.260009765625,278.0299987792969,26259700
2021-07-21,272.2158203125,281.3999938964844,281.5199890136719,277.2900085449219,278.8999938964844,24364300
2021-07-22,276.80108642578125,286.1400146484375,286.4200134277344,283.4200134277344,283.8399963378906,23384100
2021-07-23,280.2159118652344,289.6700134277344,289.989990234375,286.5,287.3699951171875,22768100
2021-07-26,279.61602783203125,289.04998779296875,289.69000244140625,286.6400146484375,289.0,23176100
2021-07-27,277.1880187988281,286.5400085449219,289.5799865722656,282.95001220703125,289.42999267578125,33604100
2021-07-28,276.87847900390625,286.2200012207031,290.1499938964844,283.8299865722656,288.989990234375,33566900
2021-07-29,277.1493225097656,286.5,288.6199951171875,286.0799865722656,286.239990234375,18168300
2021-07-30,275.6111755371094,284.9100036621094,286.6600036621094,283.9100036621094,285.1700134277344,20944800
2021-08-02,275.52410888671875,284.82000732421875,286.7699890136719,283.739990234375,286.3599853515625,16267400
2021-08-03,277.7490539550781,287.1199951171875,287.2300109863281,284.0,285.4200134277344,17879000
2021-08-04,277.1589660644531,286.510009765625,287.5899963378906,284.6499938964844,286.2200012207031,16191300
2021-08-05,280.0707092285156,289.5199890136719,289.6300048828125,286.1000061035156,286.8800048828125,13900200
2021-08-06,280.0126647949219,289.4599914550781,289.5,287.6199951171875,288.510009765625,16589300
2021-08-09,278.9195861816406,288.3299865722656,291.54998779296875,287.80999755859375,289.75,16117600
2021-08-10,277.09124755859375,286.44000244140625,289.25,285.20001220703125,288.79998779296875,18616600
2021-08-11,277.5845947265625,286.95001220703125,288.6600036621094,285.8599853515625,287.2099914550781,13955900
2021-08-12,280.3511962890625,289.80999755859375,289.9700012207031,286.3399963378906,286.6300048828125,14561300
2021-08-13,283.29205322265625,292.8500061035156,292.8999938964844,289.29998779296875,289.4800109863281,18249000
2021-08-16,284.9849853515625,294.6000061035156,294.82000732421875,290.0199890136719,293.19000244140625,22507600
2021-08-17,283.51458740234375,293.0799865722656,293.42999267578125,291.0799865722656,292.3900146484375,20075300
2021-08-18,281.7796936035156,290.7300109863281,294.82000732421875,290.2699890136719,292.0400085449219,21813000
2021-08-19,287.6336975097656,296.7699890136719,297.4700012207031,288.6400146484375,288.69000244140625,29850500
2021-08-20,294.9900207519531,304.3599853515625,305.8399963378906,298.05999755859375,299.7200012207031,40817600
2021-08-23,295.2710876464844,304.6499938964844,305.3999938964844,301.8500061035156,303.25,22830200
2021-08-24,293.30364990234375,302.6199951171875,305.6499938964844,302.0,305.0199890136719,18175800
2021-08-25,292.71240234375,302.010009765625,304.5899963378906,300.4200134277344,304.29998779296875,20006100
2021-08-26,289.88226318359375,299.0899963378906,302.42999267578125,298.95001220703125,300.989990234375,17666100
2021-08-27,290.492919921875,299.7200012207031,300.8699951171875,296.8299865722656,298.989990234375,22605700
2021-08-30,294.2437744140625,303.5899963378906,304.2200012207031,301.05999755859375,301.1199951171875,16348100
2021-08-31,292.58642578125,301.8800048828125,304.5,301.5,304.4200134277344,26285300
2021-09-01,292.5379333496094,301.8299865722656,305.19000244140625,301.489990234375,302.8699951171875,18983800
2021-09-02,291.8788757324219,301.1499938964844,303.3599853515625,300.17999267578125,302.20001220703125,16285600
2021-09-03,291.8691711425781,301.1400146484375,302.6000061035156,300.260009765625,300.989990234375,14747900
2021-09-07,290.9386901855469,300.17999267578125,301.0899963378906,298.20001220703125,301.010009765625,17180400
2021-09-08,290.9677734375,300.2099914550781,300.6099853515625,297.4700012207031,299.7799987792969,15046800
2021-09-09,288.0989990234375,297.25,302.1400146484375,297.0,300.82000732421875,19927000
2021-09-10,286.6062927246094,295.7099914550781,299.9200134277344,295.3800048828125,298.4200134277344,19633400
2021-09-13,287.846923828125,296.989990234375,298.5400085449219,294.0799865722656,297.54998779296875,23652900
2021-09-14,290.5607604980469,299.7900085449219,301.3900146484375,298.1000061035156,299.55999755859375,21853400
2021-09-15,295.4359130859375,304.82000732421875,305.32000732421875,301.82000732421875,303.260009765625,28356300
2021-09-16,295.8236083984375,305.2200012207031,305.30999755859375,300.760009765625,303.760009765625,19550800
2021-09-17,290.6382751464844,299.8699951171875,304.5,299.5299987792969,304.1700134277344,41372500
2021-09-20,285.23980712890625,294.29998779296875,298.7200012207031,289.5199890136719,296.3299865722656,38278700
2021-09-21,285.72430419921875,294.79998779296875,297.5400085449219,294.07000732421875,295.69000244140625,22364100
2021-09-22,289.3880310058594,298.5799865722656,300.2200012207031,294.510009765625,296.7300109863281,26626300
2021-09-23,290.3377685546875,299.55999755859375,300.8999938964844,297.5299987792969,298.8500061035156,18604600
2021-09-24,290.13427734375,299.3500061035156,299.79998779296875,296.92999267578125,298.2300109863281,14999000
2021-09-27,285.11376953125,294.1700134277344,296.4700012207031,292.94000244140625,296.1400146484375,23571700
2021-09-28,274.7915954589844,283.5199890136719,290.7799987792969,282.75,289.79998779296875,43186200
2021-09-29,275.2568054199219,284.0,286.7699890136719,283.010009765625,285.1000061035156,26353700
